code_module,code_presentation,id_student,module_presentation_length,boundary_day,total_clicks,active_vle_days,vle_event_count,distinct_vle_sites,first_vle_day,last_vle_day,vle_span_days,early_assessments_submitted,mean_early_score,median_early_score,max_early_score,mean_submission_delay,late_early_submissions,early_assessment_attempts,early_assessments_available,assessment_submission_rate,final_result,feature_boundary_day,at_risk,target_exclusion_reason
BBB,2013B,558395,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,558435,240,60,586.0,38.0,186.0,36.0,-9.0,60.0,69.0,3.0,78.33333333333333,73.0,100.0,-1.0,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,558602,240,60,24.0,4.0,15.0,10.0,1.0,27.0,26.0,1.0,58.0,58.0,58.0,3.0,1.0,1.0,3.0,0.3333333333333333,Fail,60,1,
BBB,2013B,558622,240,60,1255.0,51.0,365.0,39.0,-9.0,60.0,69.0,3.0,78.66666666666667,71.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,558654,240,60,55.0,4.0,20.0,13.0,17.0,24.0,7.0,1.0,78.0,78.0,78.0,-2.0,0.0,1.0,3.0,0.3333333333333333,Withdrawn,60,1,
BBB,2013B,558662,240,60,464.0,27.0,177.0,36.0,-8.0,58.0,66.0,3.0,76.66666666666667,69.0,100.0,3.333333333333333,2.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,558689,240,60,296.0,21.0,98.0,17.0,2.0,59.0,57.0,3.0,87.66666666666667,88.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,558701,240,60,367.0,24.0,126.0,23.0,-9.0,52.0,61.0,3.0,85.33333333333333,86.0,100.0,-0.6666666666666666,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,558703,240,60,145.0,4.0,36.0,16.0,29.0,47.0,18.0,2.0,65.0,65.0,70.0,5.0,1.0,2.0,3.0,0.6666666666666666,Pass,60,0,
BBB,2013B,558747,240,60,1496.0,60.0,298.0,34.0,-8.0,60.0,68.0,3.0,74.33333333333333,62.0,100.0,0.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,558769,240,60,885.0,59.0,271.0,31.0,-9.0,60.0,69.0,3.0,81.33333333333333,73.0,100.0,-1.0,1.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,558809,240,60,1328.0,55.0,346.0,20.0,-9.0,60.0,69.0,3.0,89.0,87.0,100.0,4.333333333333333,2.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,558820,240,60,476.0,34.0,211.0,28.0,-9.0,56.0,65.0,2.0,71.5,71.5,80.0,5.5,2.0,2.0,3.0,0.6666666666666666,Fail,60,1,
BBB,2013B,558903,240,60,83.0,5.0,37.0,12.0,2.0,52.0,50.0,,,,,,,,3.0,0.0,Fail,60,1,
BBB,2013B,558955,240,60,190.0,14.0,72.0,20.0,-9.0,54.0,63.0,2.0,81.0,81.0,100.0,6.5,2.0,2.0,3.0,0.6666666666666666,Fail,60,1,
BBB,2013B,558965,240,60,946.0,53.0,225.0,21.0,-9.0,59.0,68.0,3.0,77.33333333333333,77.0,100.0,-0.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,558974,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,559011,240,60,154.0,13.0,61.0,13.0,-8.0,46.0,54.0,3.0,66.66666666666667,70.0,80.0,1.3333333333333333,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,559031,240,60,310.0,29.0,122.0,18.0,-8.0,60.0,68.0,3.0,75.33333333333333,79.0,80.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559173,240,60,96.0,5.0,42.0,16.0,12.0,29.0,17.0,1.0,75.0,75.0,75.0,7.0,1.0,1.0,3.0,0.3333333333333333,Fail,60,1,
BBB,2013B,559180,240,60,309.0,31.0,122.0,18.0,-9.0,60.0,69.0,3.0,83.66666666666667,82.0,89.0,-2.333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559227,240,60,5.0,1.0,5.0,5.0,5.0,5.0,0.0,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,559253,240,60,561.0,32.0,157.0,20.0,-9.0,59.0,68.0,3.0,84.66666666666667,78.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559291,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,559350,240,60,386.0,39.0,151.0,21.0,-9.0,59.0,68.0,3.0,63.66666666666666,65.0,66.0,3.0,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559389,240,60,493.0,21.0,123.0,36.0,-9.0,58.0,67.0,3.0,75.0,80.0,80.0,0.6666666666666666,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559425,240,60,293.0,33.0,127.0,13.0,-9.0,60.0,69.0,3.0,86.66666666666667,82.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,559452,240,60,120.0,12.0,56.0,22.0,-8.0,53.0,61.0,3.0,93.0,90.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,559458,240,60,547.0,31.0,194.0,53.0,-5.0,59.0,64.0,3.0,79.33333333333333,75.0,100.0,-0.6666666666666666,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559475,240,60,570.0,42.0,190.0,35.0,-9.0,54.0,63.0,3.0,90.66666666666669,87.0,100.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559495,240,60,5078.0,64.0,532.0,39.0,-8.0,60.0,68.0,3.0,91.0,90.0,100.0,-0.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,559595,240,60,252.0,14.0,90.0,22.0,-8.0,59.0,67.0,3.0,76.0,65.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559603,240,60,833.0,34.0,273.0,49.0,-2.0,60.0,62.0,3.0,72.33333333333333,66.0,100.0,0.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559606,240,60,778.0,49.0,244.0,23.0,-8.0,60.0,68.0,3.0,81.0,81.0,100.0,5.666666666666667,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559608,240,60,277.0,22.0,125.0,29.0,-5.0,44.0,49.0,3.0,64.33333333333333,61.0,80.0,3.6666666666666665,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559610,240,60,174.0,12.0,47.0,8.0,0.0,51.0,51.0,1.0,57.0,57.0,57.0,-1.0,0.0,1.0,3.0,0.3333333333333333,Fail,60,1,
BBB,2013B,559611,240,60,466.0,44.0,159.0,17.0,-8.0,58.0,66.0,3.0,79.33333333333333,75.0,100.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559651,240,60,127.0,11.0,63.0,17.0,-3.0,40.0,43.0,3.0,73.0,75.0,80.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559697,240,60,171.0,16.0,66.0,14.0,-5.0,58.0,63.0,2.0,51.0,51.0,52.0,-1.5,0.0,2.0,3.0,0.6666666666666666,Withdrawn,60,1,
BBB,2013B,559744,240,60,408.0,31.0,157.0,24.0,-9.0,60.0,69.0,3.0,78.0,75.0,100.0,0.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,559808,240,60,54.0,8.0,25.0,14.0,-9.0,57.0,66.0,1.0,68.0,68.0,68.0,0.0,0.0,1.0,3.0,0.3333333333333333,Fail,60,1,
BBB,2013B,559989,240,60,206.0,7.0,74.0,23.0,-2.0,44.0,46.0,1.0,44.0,44.0,44.0,8.0,1.0,1.0,3.0,0.3333333333333333,Fail,60,1,
BBB,2013B,560005,240,60,144.0,10.0,67.0,24.0,-3.0,46.0,49.0,2.0,55.0,55.0,55.0,-0.5,0.0,2.0,3.0,0.6666666666666666,Withdrawn,60,1,
BBB,2013B,560012,240,60,96.0,7.0,34.0,12.0,-5.0,45.0,50.0,3.0,76.66666666666667,69.0,100.0,0.3333333333333333,1.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,560075,240,60,149.0,14.0,69.0,20.0,-9.0,59.0,68.0,1.0,71.0,71.0,71.0,-1.0,0.0,1.0,3.0,0.3333333333333333,Pass,60,0,
BBB,2013B,560102,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,560117,240,60,121.0,14.0,55.0,15.0,-6.0,60.0,66.0,3.0,78.0,72.0,100.0,2.0,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,560160,240,60,28.0,2.0,15.0,9.0,-8.0,1.0,9.0,,,,,,,,3.0,0.0,Fail,60,1,
BBB,2013B,560161,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,560170,240,60,253.0,10.0,85.0,41.0,6.0,55.0,49.0,3.0,73.66666666666667,66.0,100.0,5.666666666666667,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,560185,240,60,262.0,16.0,79.0,13.0,-8.0,10.0,18.0,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,560208,240,60,144.0,18.0,73.0,20.0,-9.0,52.0,61.0,3.0,86.0,82.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,560319,240,60,1002.0,48.0,258.0,27.0,-9.0,60.0,69.0,3.0,78.0,75.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,560335,240,60,1211.0,45.0,250.0,27.0,-8.0,59.0,67.0,3.0,80.33333333333333,72.0,100.0,0.6666666666666666,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,560455,240,60,319.0,26.0,105.0,26.0,-8.0,60.0,68.0,3.0,81.66666666666667,75.0,100.0,1.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,560458,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,560468,240,60,304.0,22.0,107.0,23.0,-9.0,55.0,64.0,3.0,77.66666666666667,78.0,80.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,560891,240,60,110.0,11.0,43.0,14.0,-9.0,41.0,50.0,1.0,63.0,63.0,63.0,-1.0,0.0,1.0,3.0,0.3333333333333333,Fail,60,1,
BBB,2013B,560968,240,60,658.0,46.0,245.0,43.0,-9.0,60.0,69.0,3.0,92.66666666666669,95.0,100.0,0.6666666666666666,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,560970,240,60,202.0,20.0,70.0,15.0,-6.0,55.0,61.0,3.0,72.33333333333333,77.0,80.0,0.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561138,240,60,460.0,29.0,149.0,25.0,2.0,53.0,51.0,3.0,81.0,73.0,100.0,0.6666666666666666,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561161,240,60,316.0,16.0,114.0,34.0,-1.0,46.0,47.0,3.0,96.66666666666669,99.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,561164,240,60,1034.0,45.0,301.0,37.0,-9.0,60.0,69.0,3.0,87.66666666666667,85.0,100.0,1.0,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,561166,240,60,326.0,30.0,134.0,25.0,-8.0,60.0,68.0,3.0,84.0,76.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,561167,240,60,543.0,31.0,214.0,39.0,1.0,57.0,56.0,3.0,77.33333333333333,77.0,80.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561343,240,60,338.0,32.0,135.0,19.0,-8.0,56.0,64.0,3.0,83.0,76.0,100.0,4.0,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561366,240,60,396.0,17.0,118.0,37.0,3.0,52.0,49.0,3.0,79.0,80.0,89.0,1.6666666666666667,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,561437,240,60,224.0,21.0,109.0,21.0,-9.0,52.0,61.0,3.0,92.0,91.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561444,240,60,471.0,39.0,178.0,19.0,-9.0,59.0,68.0,3.0,91.0,88.0,100.0,0.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561445,240,60,706.0,36.0,235.0,51.0,-8.0,58.0,66.0,3.0,93.66666666666669,94.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561448,240,60,210.0,11.0,64.0,15.0,-7.0,54.0,61.0,3.0,85.0,80.0,100.0,1.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561452,240,60,722.0,39.0,207.0,27.0,-9.0,57.0,66.0,3.0,85.66666666666667,83.0,100.0,0.6666666666666666,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,561455,240,60,469.0,32.0,200.0,28.0,-5.0,58.0,63.0,3.0,82.33333333333333,77.0,100.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561458,240,60,265.0,20.0,91.0,17.0,2.0,58.0,56.0,3.0,77.66666666666667,71.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561459,240,60,439.0,28.0,145.0,29.0,-9.0,60.0,69.0,3.0,91.0,88.0,100.0,0.6666666666666666,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,561461,240,60,384.0,33.0,151.0,19.0,-9.0,60.0,69.0,3.0,82.33333333333333,75.0,100.0,0.6666666666666666,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561711,240,60,321.0,16.0,133.0,41.0,2.0,50.0,48.0,3.0,76.0,66.0,100.0,-0.3333333333333333,1.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,561713,240,60,292.0,18.0,113.0,24.0,-9.0,53.0,62.0,3.0,67.66666666666667,57.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561715,240,60,326.0,19.0,92.0,22.0,1.0,57.0,56.0,3.0,67.66666666666667,60.0,100.0,0.3333333333333333,1.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,561716,240,60,698.0,40.0,206.0,25.0,-6.0,56.0,62.0,3.0,78.66666666666667,75.0,100.0,0.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,561718,240,60,66.0,4.0,23.0,12.0,2.0,18.0,16.0,1.0,65.0,65.0,65.0,-1.0,0.0,1.0,3.0,0.3333333333333333,Fail,60,1,
BBB,2013B,562146,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,562465,240,60,246.0,30.0,133.0,23.0,-7.0,46.0,53.0,3.0,83.0,75.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,562483,240,60,,,,,,,,,,,,,,,3.0,0.0,Fail,60,1,
BBB,2013B,562489,240,60,500.0,23.0,144.0,25.0,-6.0,59.0,65.0,3.0,89.33333333333333,87.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,562494,240,60,34.0,4.0,21.0,14.0,3.0,51.0,48.0,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,562495,240,60,378.0,20.0,103.0,21.0,-8.0,60.0,68.0,3.0,72.66666666666667,63.0,100.0,1.0,1.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,563157,240,60,57.0,5.0,25.0,6.0,3.0,55.0,52.0,3.0,50.66666666666666,44.0,80.0,1.6666666666666667,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,563330,240,60,368.0,31.0,134.0,24.0,-6.0,59.0,65.0,3.0,95.0,95.0,100.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,563363,240,60,46.0,6.0,18.0,9.0,5.0,51.0,46.0,2.0,52.0,52.0,59.0,6.0,2.0,2.0,3.0,0.6666666666666666,Pass,60,0,
BBB,2013B,563874,240,60,906.0,39.0,248.0,37.0,0.0,54.0,54.0,3.0,90.66666666666669,92.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,563877,240,60,521.0,23.0,128.0,33.0,-4.0,51.0,55.0,3.0,81.33333333333333,72.0,100.0,0.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,563878,240,60,1127.0,30.0,251.0,44.0,-4.0,59.0,63.0,3.0,73.33333333333333,80.0,82.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,563879,240,60,204.0,13.0,59.0,12.0,5.0,55.0,50.0,3.0,72.0,63.0,100.0,4.0,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,565870,240,60,227.0,7.0,64.0,19.0,31.0,53.0,22.0,3.0,84.0,78.0,100.0,10.333333333333334,3.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,630346,240,60,,,,,,,,,,,,,,,3.0,0.0,Fail,60,1,
BBB,2013B,1008675,240,60,740.0,53.0,239.0,35.0,-5.0,60.0,65.0,3.0,56.66666666666666,60.0,70.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1098728,240,60,199.0,21.0,86.0,21.0,-8.0,55.0,63.0,2.0,87.5,87.5,100.0,3.0,1.0,2.0,3.0,0.6666666666666666,Fail,60,1,
BBB,2013B,1413989,240,60,189.0,16.0,64.0,14.0,-7.0,47.0,54.0,2.0,79.0,79.0,86.0,5.5,1.0,2.0,3.0,0.6666666666666666,Withdrawn,60,1,
BBB,2013B,1436591,240,60,736.0,35.0,196.0,28.0,-6.0,60.0,66.0,3.0,90.66666666666669,95.0,100.0,-1.0,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1480800,240,60,164.0,11.0,53.0,14.0,-3.0,45.0,48.0,3.0,85.33333333333333,79.0,100.0,0.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1493476,240,60,115.0,9.0,53.0,29.0,16.0,53.0,37.0,3.0,83.33333333333333,75.0,100.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1521540,240,60,684.0,30.0,190.0,21.0,1.0,58.0,57.0,3.0,91.0,90.0,100.0,0.0,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1536591,240,60,655.0,33.0,216.0,46.0,-7.0,55.0,62.0,2.0,65.0,65.0,70.0,3.0,1.0,2.0,3.0,0.6666666666666666,Withdrawn,60,1,
BBB,2013B,1574398,240,60,4766.0,69.0,493.0,42.0,-9.0,60.0,69.0,3.0,86.0,80.0,100.0,1.6666666666666667,2.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1659662,240,60,287.0,19.0,94.0,14.0,-2.0,58.0,60.0,3.0,79.0,72.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1678401,240,60,527.0,21.0,180.0,55.0,-7.0,55.0,62.0,3.0,63.66666666666666,57.0,80.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1721462,240,60,325.0,30.0,145.0,28.0,-8.0,58.0,66.0,3.0,79.66666666666667,74.0,100.0,3.333333333333333,3.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1728437,240,60,239.0,14.0,68.0,17.0,4.0,53.0,49.0,3.0,83.33333333333333,85.0,100.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1730702,240,60,447.0,26.0,117.0,17.0,-5.0,60.0,65.0,2.0,56.5,56.5,60.0,6.5,2.0,2.0,3.0,0.6666666666666666,Withdrawn,60,1,
BBB,2013B,1747892,240,60,1059.0,56.0,408.0,66.0,-9.0,60.0,69.0,3.0,87.0,86.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1753965,240,60,1230.0,54.0,292.0,26.0,-9.0,60.0,69.0,3.0,79.66666666666667,80.0,80.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1770733,240,60,328.0,17.0,94.0,30.0,-5.0,51.0,56.0,3.0,85.0,80.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1771053,240,60,400.0,25.0,192.0,31.0,-4.0,47.0,51.0,1.0,60.0,60.0,60.0,-2.0,0.0,1.0,3.0,0.3333333333333333,Withdrawn,60,1,
BBB,2013B,1776925,240,60,69.0,7.0,36.0,11.0,23.0,53.0,30.0,3.0,76.0,64.0,100.0,4.333333333333333,2.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,1789199,240,60,185.0,10.0,66.0,28.0,2.0,54.0,52.0,3.0,62.0,57.0,80.0,2.333333333333333,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1797614,240,60,178.0,21.0,92.0,35.0,-2.0,58.0,60.0,3.0,91.0,88.0,100.0,-41.0,0.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1847146,240,60,484.0,35.0,176.0,23.0,-1.0,60.0,61.0,3.0,80.0,75.0,100.0,2.6666666666666665,2.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1858523,240,60,211.0,22.0,88.0,15.0,0.0,53.0,53.0,3.0,62.0,62.0,100.0,0.3333333333333333,1.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,1903527,240,60,1044.0,49.0,397.0,70.0,-9.0,59.0,68.0,3.0,84.33333333333333,80.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1904710,240,60,406.0,28.0,139.0,16.0,-9.0,43.0,52.0,1.0,73.0,73.0,73.0,-7.0,0.0,1.0,3.0,0.3333333333333333,Withdrawn,60,1,
BBB,2013B,1912438,240,60,328.0,19.0,122.0,23.0,12.0,53.0,41.0,3.0,93.0,94.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1923618,240,60,1721.0,62.0,376.0,32.0,-9.0,60.0,69.0,3.0,93.33333333333331,91.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1930254,240,60,49.0,2.0,14.0,8.0,11.0,12.0,1.0,,,,,,,,3.0,0.0,Fail,60,1,
BBB,2013B,1930367,240,60,303.0,16.0,100.0,26.0,0.0,53.0,53.0,3.0,89.33333333333333,87.0,100.0,1.0,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,1937864,240,60,28.0,3.0,14.0,3.0,15.0,53.0,38.0,3.0,77.66666666666667,78.0,80.0,1.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1971393,240,60,294.0,20.0,97.0,22.0,-8.0,59.0,67.0,3.0,91.0,89.0,100.0,-2.333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,1993672,240,60,672.0,17.0,136.0,25.0,2.0,59.0,57.0,2.0,36.0,36.0,52.0,11.0,2.0,2.0,3.0,0.6666666666666666,Withdrawn,60,1,
BBB,2013B,1996746,240,60,,,,,,,,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,1997796,240,60,197.0,27.0,98.0,27.0,-9.0,60.0,69.0,3.0,90.0,85.0,100.0,2.6666666666666665,2.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,2019837,240,60,329.0,24.0,119.0,23.0,-8.0,57.0,65.0,3.0,82.66666666666667,76.0,100.0,2.6666666666666665,2.0,3.0,3.0,1.0,Withdrawn,60,1,
BBB,2013B,2023366,240,60,595.0,36.0,162.0,32.0,-8.0,60.0,68.0,3.0,91.33333333333331,91.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,2034350,240,60,3405.0,49.0,400.0,50.0,-9.0,43.0,52.0,1.0,87.0,87.0,87.0,-4.0,0.0,1.0,3.0,0.3333333333333333,Withdrawn,60,1,
BBB,2013B,2035022,240,60,20.0,1.0,11.0,4.0,46.0,46.0,0.0,1.0,80.0,80.0,80.0,6.0,1.0,1.0,3.0,0.3333333333333333,Pass,60,0,
BBB,2013B,2076177,240,60,68.0,5.0,24.0,13.0,-7.0,20.0,27.0,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,2092834,240,60,3152.0,40.0,380.0,38.0,-9.0,60.0,69.0,3.0,84.33333333333333,83.0,100.0,1.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,2097916,240,60,1601.0,59.0,423.0,47.0,-9.0,59.0,68.0,3.0,97.66666666666669,98.0,100.0,-2.333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,2132811,240,60,509.0,25.0,146.0,27.0,7.0,58.0,51.0,3.0,86.33333333333333,84.0,100.0,2.0,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,2173572,240,60,336.0,26.0,134.0,27.0,-9.0,60.0,69.0,3.0,84.0,77.0,100.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,2205383,240,60,1398.0,44.0,306.0,59.0,-3.0,60.0,63.0,3.0,92.33333333333331,93.0,100.0,4.333333333333333,2.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,2210318,240,60,35.0,7.0,19.0,7.0,-3.0,21.0,24.0,2.0,79.0,79.0,86.0,-0.5,0.0,2.0,3.0,0.6666666666666666,Distinction,60,0,
BBB,2013B,2216178,240,60,1.0,1.0,1.0,1.0,38.0,38.0,0.0,,,,,,,,3.0,0.0,Fail,60,1,
BBB,2013B,2231614,240,60,638.0,42.0,222.0,34.0,-9.0,60.0,69.0,3.0,86.0,95.0,100.0,2.0,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,2236738,240,60,492.0,32.0,179.0,42.0,-9.0,60.0,69.0,3.0,87.0,84.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,2243551,240,60,23.0,4.0,12.0,4.0,5.0,54.0,49.0,3.0,48.0,45.0,60.0,6.0,2.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,2244724,240,60,157.0,13.0,62.0,15.0,-8.0,59.0,67.0,3.0,69.66666666666667,62.0,100.0,2.0,1.0,3.0,3.0,1.0,Fail,60,1,
BBB,2013B,2249372,240,60,1022.0,51.0,313.0,46.0,-9.0,59.0,68.0,3.0,70.0,75.0,75.0,1.6666666666666667,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,2254619,240,60,512.0,37.0,181.0,23.0,-9.0,59.0,68.0,3.0,75.66666666666667,74.0,80.0,0.3333333333333333,1.0,3.0,3.0,1.0,Pass,60,0,
BBB,2013B,2265234,240,60,83.0,7.0,46.0,18.0,-9.0,9.0,18.0,,,,,,,,3.0,0.0,Withdrawn,60,1,
BBB,2013B,2269480,240,60,399.0,20.0,103.0,22.0,-9.0,52.0,61.0,3.0,91.33333333333331,87.0,100.0,1.3333333333333333,1.0,3.0,3.0,1.0,Distinction,60,0,
BBB,2013B,2273828,240,60,920.0,43.0,266.0,51.0,-7.0,60.0,67.0,2.0,91.0,91.0,100.0,3.0,1.0,2.0,3.0,0.6666666666666666,Withdrawn,60,1,
